lab_categoria,variable,pregunta,Codigo,sub_cat,Desglose,Porcentaje
1 a 15 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,47
16 a 30 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,26
31 a 45 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,12
46 a 60 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,6
Más de 60 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,9
No sabe/No responde,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,9999999,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,0
1 a 15 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,37
16 a 30 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,30
31 a 45 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,9
46 a 60 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,8
Más de 60 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,16
No sabe/No responde,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,9999999,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,0
Muy corto,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Aguascalientes,17
Corto,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Aguascalientes,16
Adecuado,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Aguascalientes,36
Largo,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Aguascalientes,23
Muy largo,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Aguascalientes,9
No sé/No quiero responder,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Aguascalientes,0
Muy corto,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,12
Corto,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,8
Adecuado,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,48
Largo,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,23
Muy largo,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,8
No sé/No quiero responder,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,0
Muy corto,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California Sur,17
Corto,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California Sur,0
Adecuado,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California Sur,40
Largo,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California Sur,35
Muy largo,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California Sur,8
No sé/No quiero responder,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California Sur,0
Muy corto,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Campeche,6
Corto,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Campeche,7
Adecuado,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Campeche,43
Largo,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Campeche,32
Muy largo,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Campeche,12
No sé/No quiero responder,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Campeche,0
Muy corto,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Chiapas,5
Corto,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Chiapas,1
Adecuado,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Chiapas,50
Largo,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Chiapas,33
Muy largo,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Chiapas,11
No sé/No quiero responder,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Chiapas,0
Muy corto,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,13
Corto,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,16
Adecuado,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,39
Largo,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,20
Muy largo,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,12
No sé/No quiero responder,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,0
Muy corto,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,10
Corto,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,13
Adecuado,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,46
Largo,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,23
Muy largo,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,9
No sé/No quiero responder,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,0
Muy corto,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,13
Corto,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,20
Adecuado,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,36
Largo,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,20
Muy largo,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,12
No sé/No quiero responder,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,0
Muy corto,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,1,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Norte,9
Corto,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,2,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Norte,14
Adecuado,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,3,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Norte,39
Largo,tempcitacalif_2,¿Cómo considera el tiempo de espera desde que  entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,4,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Norte,24
